ID,block,trial_n,dim_onset,angle_correct,angle_chosen,choice,acc,tResp_1,conf_rating,tResp_2,x1,x2,x3,y1,y2,y3,PID,session,block_c
05AL03,1,2,2,-43.55,-43.55,2,1,2.5317,0.8883,3.5965,-32.6375,-20.9082,-23.1043,15.6398,19.8759,7.6,05AL,3,7
05AL03,1,3,2,-39.3807,-39.3807,1,1,3.4412,0.8582,2.0031,-26.2397,-18.9984,-31.4118,21.5388,11.3858,10.1911,05AL,3,7
05AL03,1,4,8,-42.3181,-42.3181,2,1,3.6841,0.8546,2.5599,-32.5994,-23.2938,-20.7567,12.9071,21.2093,8.9993,05AL,3,7
05AL03,1,5,5,-16.0789,-16.0789,1,1,2.3454,0.5089,0.8778,-29.8651,-28.3839,-18.401,8.6082,20.9907,13.5167,05AL,3,7
05AL03,1,6,5,-17.741,-17.741,2,1,1.8805,0.8174,0.9979,-20.657,-23.4223,-32.5708,19.6538,7.4934,15.9684,05AL,3,7
05AL03,2,1,5,-36.3405,-36.3405,2,1,4.7313,0.3865,1.6141,-29.7829,-28.4775,-18.3896,8.5476,20.9498,13.6182,05AL,3,8
05AL03,2,2,8,-20.0213,-20.0213,1,1,2.0425,0.5443,0.9691,-22.0991,-32.748,-21.8029,8.0527,14.5429,20.52,05AL,3,8
05AL03,2,3,2,-15.8991,-36.0771,1,0,2.8362,0.5248,1.2923,-28.6466,-18.3725,-29.6309,20.872,13.8036,8.4401,05AL,3,8
05AL03,2,4,5,-37.6844,-37.6844,2,1,2.0253,0.5071,1.0527,-28.9795,-18.3526,-29.3178,20.7026,14.1766,8.2364,05AL,3,8
05AL03,2,5,8,-17.874,-17.874,2,1,2.2646,0.8475,0.8967,-20.7297,-23.3284,-32.5919,19.7202,7.5232,15.8723,05AL,3,8
05AL03,2,6,2,-15.8803,-43.1222,1,0,1.1921,0.8369,0.9361,-19.4784,-25.2344,-31.9372,18.2418,7.1788,17.6951,05AL,3,8
05AL03,3,1,5,-38.0553,-38.0553,2,1,1.9783,0.5426,1.6168,-30.7342,-27.2849,-18.6309,9.3755,21.3597,12.3804,05AL,3,9
05AL03,3,2,8,-43.0698,-43.0698,1,1,1.1721,0.8635,1.0065,-22.1819,-21.723,-32.7451,20.7355,8.2732,14.107,05AL,3,9
05AL03,3,3,2,-22.505,-42.6098,3,0,1.7463,0.7465,2.0654,-21.0748,-32.6722,-22.903,8.7316,13.3163,21.0677,05AL,3,9
05AL03,3,4,2,-43.4264,-27.8403,1,0,3.2547,0.344,1.0739,-32.242,-19.9034,-24.5045,17.0283,18.8391,7.2482,05AL,3,9
05AL03,3,5,8,-26.1611,-20.1164,3,0,1.0647,0.7926,0.9804,-24.3885,-19.9771,-32.2845,21.4776,9.8131,11.8249,05AL,3,9
05AL03,3,6,5,-32.4474,-32.4474,3,1,4.8712,0.3688,1.1738,-31.047,-26.8286,-18.7744,9.7218,21.4574,11.9364,05AL,3,9
04LF01,1,1,8,-43.1064,-29.0352,3,0,2.9421,0.8103,3.003,-19.4627,-25.2638,-31.9236,18.2169,7.1776,17.7212,04LF,1,1
04LF01,1,2,2,-37.0415,-37.0415,3,1,5.0557,0.5479,1.2554,-18.4599,-30.1804,-28.0097,13.1187,8.8583,21.1387,04LF,1,1
04LF01,1,3,5,-18.3742,-25.4318,2,0,7.4336,0.5053,3.4449,-22.9986,-32.6565,-20.9949,7.6391,15.5287,19.9479,04LF,1,1
04LF01,1,4,5,-37.37,-16.5397,2,0,2.5283,0.633,2.1462,-18.5059,-30.3627,-27.7813,12.8815,9.0167,21.2174,04LF,1,1
04LF01,1,5,8,-32.6626,-17.3066,3,0,2.3171,0.7571,2.2779,-26.913,-18.7459,-30.9911,21.4417,12.0173,9.6566,04LF,1,1
04LF01,1,6,2,-24.3264,-19.5622,2,0,5.3976,0.4894,2.0146,-21.5859,-22.3268,-32.7373,20.3824,7.9336,14.7996,04LF,1,1
04LF01,2,1,8,-43.2168,-43.2168,1,1,2.1989,0.7943,1.662,-19.5818,-25.0462,-32.022,18.3994,7.1895,17.5267,04LF,1,2
04LF01,2,2,5,-26.2667,-26.2667,1,1,3.6849,0.4947,3.0437,-32.5486,-20.5862,-23.5153,16.063,19.5873,7.4654,04LF,1,2
04LF01,2,3,8,-22.0633,-22.0633,2,1,2.8797,0.8635,1.765,-21.0126,-32.6601,-22.9773,8.7815,13.2375,21.0966,04LF,1,2
04LF01,2,4,2,-21.9388,-42.495,1,0,2.7741,0.8617,1.9044,-23.0613,-20.9433,-32.6454,21.1281,8.8385,13.149,04LF,1,2
04LF01,2,5,2,-40.6585,-40.6585,1,1,2.694,0.7819,2.1175,-25.1,-19.5518,-31.9982,21.5578,10.3892,11.1686,04LF,1,2
04LF01,2,6,8,-15.1535,NA,NA,NA,NA,NA,NA,-18.677,-27.1286,-30.8444,16.5172,7.3471,19.2514,04LF,1,2
04LF01,2,7,8,-17.7257,-17.7257,1,1,2.3648,0.6489,2.0965,-31.2659,-26.4837,-18.9004,9.9936,21.5111,11.610900000000001,04LF,1,2
04LF01,3,1,5,-33.6062,-38.0543,2,0,2.3228,0.5674,1.5559,-30.7337,-27.2856,-18.6307,9.375,21.3596,12.3811,04LF,1,3
04LF01,3,2,5,-15.4731,-34.8488,2,0,2.2878,0.7057,3.3242,-28.9056,-29.389,-18.3554,8.0016,20.463,14.651,04LF,1,3
04LF01,3,3,5,-18.4949,-39.9471,2,0,2.021,0.7748,1.1904,-31.6813,-25.7532,-19.2155,10.5973,21.569,10.9493,04LF,1,3
04LF01,3,4,8,-26.275,-26.275,2,1,2.898,0.7677,1.4469,-23.5204,-32.5473,-20.5823,7.4639,16.0682,19.5836,04LF,1,3
04LF01,3,5,2,-15.3515,-34.359,2,0,2.2453,0.7465,1.2661,-28.6098,-29.6644,-18.3758,7.8544,20.2805,14.9807,04LF,1,3
04LF01,3,6,2,-36.928,-36.928,2,1,2.8323,0.4521,1.6135,-28.6508,-18.3721,-29.6271,20.87,13.8082,8.4375,04LF,1,3
04LF02,1,1,5,-38.7959,-38.7959,1,1,2.7596,0.7394,1.6905,-26.7157,-18.814,-31.1203,21.4769,11.8289,9.8098,04LF,2,4
04LF02,1,2,5,-42.4715,NA,NA,NA,NA,NA,NA,-23.0929,-20.9175,-32.6396,21.1396,8.8601,13.1159,04LF,2,4
04LF02,1,3,2,-37.5265,-37.5265,2,1,3.5513,0.7447,0.9928,-30.4487,-27.6704,-18.5309,9.0952,21.2526,12.7678,04LF,2,4
04LF02,1,4,8,-43.4855,-43.4855,3,1,2.4241,0.8794,1.7872,-22.7479,-32.6949,-21.2073,7.7395,15.2613,20.1148,04LF,2,4
04LF02,1,5,5,-15.8293,-15.8293,3,1,3.7113,0.477,1.2981,-31.9021,-19.4383,-25.3096,17.7617,18.178,7.1759,04LF,2,4
04LF02,1,6,8,-23.2388,-23.2388,3,1,1.7232,0.7855,1.153,-32.6168,-23.2107,-20.8226,12.9931,21.1812,8.9413,04LF,2,4
04LF02,1,7,5,-39.9879,-39.9879,2,1,2.0312,0.7943,1.1641,-31.7002,-25.7171,-19.2328,10.6281,21.5699,10.9175,04LF,2,4
04LF02,2,1,5,-15.1527,-15.1527,2,1,2.3962,0.8989,0.9153,-18.5189,-27.7228,-30.4083,15.9224,7.5075,19.6857,04LF,2,5
04LF02,2,2,8,-17.5192,-17.5192,2,1,1.6918,0.8475,0.6859,-18.8226,-31.1355,-26.692,11.8064,9.8284,21.4807,04LF,2,5
04LF02,2,3,2,-32.069,-32.069,3,1,2.7151,0.789,1.1628,-18.6583,-27.1909,-30.8009,16.4561,7.3613,19.2982,04LF,2,5
04LF02,2,4,8,-15.4495,-15.4495,3,1,2.2432,0.8351,0.8182,-29.4389,-18.3579,-28.8532,20.4313,14.71,7.9743,04LF,2,5
04LF02,2,5,2,-41.2322,NA,NA,NA,NA,NA,NA,-30.7008,-18.6178,-27.3315,19.4027,16.3171,7.3957,04LF,2,5
04LF02,2,6,2,-38.1579,-38.1579,3,1,2.101,0.8351,0.7939,-18.6532,-30.7887,-27.2081,12.3046,9.4327,21.3783,04LF,2,5
04LF02,2,7,2,-15.5762,-15.5762,2,1,2.0792,0.9078,1.3485,-18.3501,-29.1136,-29.1863,14.4138,8.1156,20.5862,04LF,2,5
04LF02,3,1,5,-30.1836,-30.1836,2,1,1.2497,0.8777,1.4123000000000001,-25.9495,-19.1245,-31.576,21.5608,11.1234,10.4315,04LF,2,6
04LF02,3,2,2,-23.701,-21.4462,3,0,3.9242,0.4025,1.9377,-23.4015,-20.6729,-32.5755,21.2438,9.0752,12.7965,04LF,2,6
04LF02,3,3,2,-42.7341,-42.7341,2,1,0.7584,0.3759,1.3028,-32.698,-22.7239,-21.2281,13.5083,20.994,8.6133,04LF,2,6
04LF02,3,4,5,-27.1953,-27.1953,2,1,1.6687,0.8316,1.0427,-24.0971,-32.3836,-20.1694,7.32,16.6395,19.1561,04LF,2,6
04LF02,3,5,8,-38.2149,-33.3027,1,0,1.7311,0.3582,1.0305,-18.6659,-30.8188,-27.1653,12.2625,9.4648,21.3884,04LF,2,6
04LF02,3,6,8,-16.6919,-16.6919,2,1,1.1988,0.8262,1.1463,-18.5482,-30.5037,-27.5981,12.6943,9.1469,21.2744,04LF,2,6
04LF03,1,1,2,-17.0944,-43.55,2,0,1.5937,0.6489,0.773,-32.437,-20.2881,-23.9248,16.4715,19.2864,7.3577,04LF,3,7
04LF03,1,2,8,-43.5614,NA,NA,NA,NA,NA,NA,-23.8207,-32.4675,-20.3618,7.3826,16.3689,19.3641,04LF,3,7
04LF03,1,3,8,-24.3128,-24.3128,3,1,2.6748,0.867,1.6025,-21.5935,-22.3186,-32.7378,20.3874,7.9377,14.7905,04LF,3,7
04LF03,1,4,2,-16.3648,-43.3874,2,0,1.7244,0.8457,1.0703,-32.1958,-19.8281,-24.6261,17.142,18.7423,7.2314,04LF,3,7
04LF03,1,5,8,-17.9478,NA,NA,NA,NA,NA,NA,-20.7695,-23.2776,-32.6029,19.7559,7.5399,15.8199,04LF,3,7
04LF03,1,6,5,-42.2687,-42.2687,1,1,1.8281,0.906,1.2974,-18.9321,-26.4028,-31.3151,17.208,7.2226,18.6851,04LF,3,7
04LF03,1,7,8,-33.5259,-33.5259,2,1,1.9347,0.9309,1.5089,-27.2537,-18.6398,-30.7564,21.3674,12.3496,9.3987,04LF,3,7
04LF03,1,8,8,-15.3034,-15.3034,3,1,1.8653,0.9167,0.9964,-31.3233,-18.9375,-26.3892,18.6741,17.2206,7.2209,04LF,3,7
04LF03,2,1,5,-23.6442,-23.6442,3,1,2.5462,0.8794,1.2318,-21.9792,-21.9208,-32.7499,20.624,8.1534,14.3382,04LF,3,8
04LF03,2,2,8,-17.7739,-17.7739,3,1,3.3309,0.9184,1.2476,-26.4359,-18.9191,-31.2951,21.5172,11.5664,10.032,04LF,3,8
04LF03,2,3,2,-38.911,-38.911,2,1,2.0312,0.5337,1.0632,-29.534300000000002,-18.3642,-28.7515,20.369,14.8238,7.9228,04LF,3,8
04LF03,2,4,2,-38.6755,-38.6755,2,1,1.5133,0.8227,1.0142,-31.0587,-26.8107,-18.7806,9.7357,21.4606,11.9193,04LF,3,8
04LF03,2,5,2,-32.2631,-32.2631,3,1,1.5632,0.8404,1.1817,-31.094,-26.7565,-18.7995,9.7779,21.4701,11.8676,04LF,3,8
04LF03,2,6,5,-40.3517,-40.3517,2,1,1.812,0.961,1.2162,-30.2342,-18.4725,-27.9433,19.8398,15.6946,7.5813,04LF,3,8
04LF03,3,1,8,-31.6728,NA,NA,NA,NA,NA,NA,-31.2396,-26.5263,-18.884,9.9596,21.5054,11.6506,04LF,3,9
04LF03,3,2,8,-21.9866,-42.5188,1,0,1.7856,0.3599,2.4259,-23.029,-20.9698,-32.6512,21.1161,8.8165,13.183,04LF,3,9
04LF03,3,3,5,-34.8605,-34.8605,3,1,0.8413,0.9592,1.0531,-18.3551,-28.9126,-29.3823,14.643,8.0053,20.4673,04LF,3,9
04LF03,3,4,5,-38.2288,-17.0819,3,0,1.3716,0.5621,1.257,-27.1547,-18.6691,-30.8262,21.3908,12.2522,9.4727,04LF,3,9
04LF03,3,5,2,-43.1364,-43.1364,2,1,1.6254,0.9344,1.1363,-32.7489,-22.0595,-21.8416,14.2461,20.6692,8.2003,04LF,3,9
04LF03,3,6,5,-15.1502,NA,NA,NA,NA,NA,NA,-30.8166,-18.665,-27.1685,19.2814,16.4781,7.3561,04LF,3,9
04LF03,3,7,8,-16.7947,-37.7934,1,0,2.2592,0.3387,2.4356,-27.4779,-18.5784,-30.5938,21.309,12.5729,9.2337,04LF,3,9
04LF03,3,8,5,-36.6066,-36.6066,2,1,2.2402,0.4433,1.6214,-28.5136,-18.3855,-29.7508,20.9336,13.6576,8.5244,04LF,3,9
04CS01,1,1,5,-41.8351,NA,NA,NA,NA,NA,NA,-31.0466,-18.7742,-26.8292,19.0224,16.8068,7.2864,04CS,1,1
04CS01,1,2,5,-38.9417,-15.3999,3,0,7.856,0.4184,3.5392,-29.5486,-18.3653,-28.736,20.3594,14.841,7.9152,04CS,1,1
04CS01,1,3,8,-43.5687,-43.5687,1,1,2.4686,0.9096,1.9758,-20.751,-23.3012,-32.5978,19.7393,7.5321,15.8442,04CS,1,1
04CS01,1,4,8,-22.1501,-22.5435,3,0,3.0655,0.5674,1.7433,-32.6696,-22.9193,-21.0611,13.299,21.0741,8.7425,04CS,1,1
04CS01,1,5,2,-34.8036,-34.8036,3,1,2.5271,0.8316,1.5495,-18.3567,-28.8784,-29.4149,14.6816,7.9874,20.4466,04CS,1,1
04CS01,1,6,2,-15.1588,NA,NA,NA,NA,NA,NA,-30.3595,-18.505,-27.7855,19.7299,15.858,7.5277,04CS,1,1
04CS01,1,7,5,-40.049,-40.049,2,1,3.1412,0.8759,1.9877,-31.7282,-25.6627,-19.259,10.6747,21.571,10.87,04CS,1,1
04CS01,1,8,2,-18.4414,-39.8917,2,0,2.2964,0.8316,0.948,-31.6556,-25.802,-19.1924,10.5558,21.5675,10.9923,04CS,1,1
04CS01,2,1,5,-32.7032,-32.7032,3,1,2.0353,0.8138,0.8762,-18.5505,-27.5887,-30.5109,16.059,7.4665,19.5901,04CS,1,2
04CS01,2,2,8,-39.7778,-39.7778,1,1,2.0032,0.867,1.6753,-25.9015,-19.1463,-31.6022,21.5633,11.0805,10.4718,04CS,1,2
04CS01,2,3,2,-30.0037,-30.0037,2,1,7.7431,0.6809,2.0864,-25.88,-19.1562,-31.6138,21.5643,11.0615,10.4899,04CS,1,2
04CS01,2,4,5,-15.1619,-41.5856,1,0,2.4026,0.6152,0.7589,-18.7022,-27.0476,-30.9002,16.5962,7.3294,19.1901,04CS,1,2
04CS01,2,5,5,-43.2482,-16.0683,2,0,2.3811,0.6117,2.031,-19.6202,-24.9781,-32.0516,18.4557,7.1946,17.4653,04CS,1,2
04CS01,2,6,8,-38.2056,-35.1538,1,0,2.7597,0.8387,0.7853,-29.2116,-18.3504,-29.088,20.5713,14.4432,8.1011,04CS,1,2
04CS01,3,1,5,-29.0298,-29.0298,3,1,1.9618,0.6578,1.9165,-19.4645,-25.2603,-31.9252,18.2198,7.1777,17.7181,04CS,1,3
04CS01,3,2,2,-27.1,-27.1,3,1,2.7896,0.3954,0.8052,-32.1443,-24.7562,-19.7495,11.4813,21.528,10.1063,04CS,1,3
04CS01,3,3,8,-20.913,-41.915,2,0,1.9951,0.6188,1.8831,-32.4777,-23.7848,-20.3875,12.4105,21.3521,9.353,04CS,1,3
04CS01,3,4,8,-42.6363,NA,NA,NA,NA,NA,NA,-21.1065,-32.678,-22.8655,8.7066,13.3563,21.0527,04CS,1,3
04CS01,3,5,2,-17.5045,-38.8068,3,0,1.7291,0.8723,1.1986,-18.8171,-31.1258,-26.7071,11.8207,9.8166,21.4783,04CS,1,3
04CS01,3,6,2,-16.366,-35.3734,2,0,5.6583,0.3333,0.6705,-27.9989,-18.4619,-30.1892,21.1426,13.1073,8.8657,04CS,1,3
04CS01,3,7,8,-34.8948,-37.3388,2,0,2.071,0.7748,0.9571,-30.3455,-27.8033,-18.5012,9.0013,21.2102,12.9041,04CS,1,3
04CS02,1,1,2,-21.843,-42.4464,2,0,1.9638,0.8972,6.7877,-32.6333,-23.1264,-20.8903,13.0808,21.1517,8.8831,04CS,2,4
04CS02,1,2,2,-42.3699,-42.3699,1,1,2.0508,0.6755,2.1434,-18.9767,-26.2923,-31.381,17.3099,7.2102,18.5955,04CS,2,4
04CS02,1,3,5,-30.1777,-30.1777,1,1,2.8804,0.7801,1.7309,-31.5527,-19.1055,-25.9918,18.3477,17.5825,7.1854,04CS,2,4
04CS02,1,4,2,-43.0468,-20.9401,1,0,3.4428,0.4025,1.6685,-21.6841,-32.7433,-22.2226,8.2978,14.061,20.7569,04CS,2,4
04CS02,1,5,5,-17.596800000000002,-31.8956,1,0,2.0055,0.6418,2.2353,-18.8514,-31.1855,-26.6131,11.732,9.8907,21.493,04CS,2,4
04CS02,1,6,5,-35.8674,-35.8674,2,1,3.0049,0.4504,1.4568,-29.5089,-28.7787,-18.3624,8.358,20.8074,13.9503,04CS,2,4
04CS02,2,1,5,-41.3413,-41.3413,3,1,1.3731,0.8298,1.2046,-27.2467,-30.7614,-18.6419,7.3746,19.3399,16.4011,04CS,2,5
04CS02,2,2,5,-15.1488,-15.1488,1,1,2.3849,0.8245,1.093,-27.1865,-30.8039,-18.6596,7.3603,19.2949,16.4604,04CS,2,5
04CS02,2,3,8,-42.9744,-23.0388,1,0,1.9538,0.7872,1.3247,-32.7359,-22.346800000000002,-21.5672,13.9218,20.8201,8.3737,04CS,2,5
04CS02,2,4,8,-42.2716,-42.2716,1,1,2.4569,0.8191,2.0216,-23.3531,-20.7104,-32.5865,21.2285,9.041,12.8461,04CS,2,5
04CS02,2,5,8,-41.7357,-41.7357,2,1,2.7458,1,1.9654,-32.4174,-23.9896,-20.243,12.2088,21.4007,9.5061,04CS,2,5
04CS02,2,6,8,-23.3232,-23.3232,2,1,2.453,1,1.6753,-21.7325,-32.7455,-22.1719,8.2672,14.1182,20.7302,04CS,2,5
04CS02,3,1,8,-27.0367,-27.0367,2,1,1.39,0.8688,1.0714,-23.9972,-32.415,-20.2377,7.3413,16.5424,19.2319,04CS,2,6
04CS02,3,2,2,-27.0241,-27.0241,2,1,1.2301,0.6933,0.848,-23.9893,-32.4175,-20.2432,7.3431,16.5347,19.2379,04CS,2,6
04CS02,3,3,2,-23.4058,NA,NA,NA,NA,NA,NA,-32.7473,-22.1219,-21.7808,14.1749,20.7034,8.2373,04CS,2,6
04CS02,3,4,2,-19.0835,NA,NA,NA,NA,NA,NA,-21.3534,-22.5816,-32.715,20.2224,7.8123,15.0809,04CS,2,6
04CS02,3,5,8,-43.5754,-43.5754,2,1,2.6741,0.3333,0.6711,-32.5583,-20.6165,-23.4752,16.0224,19.616,7.4773,04CS,2,6
04CS02,3,6,5,-30.4845,-42.4621,2,0,2.3702,0.5532,1.1752,-31.4424,-19.0205,-26.1871,18.5095,17.406,7.2001,04CS,2,6
04CS02,3,7,2,-40.0126,-40.0126,3,1,1.9851,0.8316,0.7764,-19.2433,-31.7115,-25.6951,10.8983,10.6469,21.5704,04CS,2,6
04CS02,3,8,2,-15.193,-15.193,1,1,0.9406,0.8617,1.3373,-28.024,-30.1687,-18.4573,7.6103,19.8953,15.6101,04CS,2,6
04CS03,1,1,2,-15.6252,NA,NA,NA,NA,NA,NA,-19.2674,-25.6455,-31.7371,17.8889,7.1725,18.0543,04CS,3,7
04CS03,1,2,8,-19.088,-24.7446,3,0,2.9911,0.6294,1.1278,-21.3557,-22.5791,-32.7153,20.224,7.8134,15.0782,04CS,3,7
04CS03,1,3,5,-25.03,-25.03,2,1,1.8714,0.5461,1.3057,-22.7526,-32.6942,-21.2032,7.7375,15.2664,20.1117,04CS,3,7
04CS03,1,4,2,-15.4584,-15.4584,2,1,1.9238,0.8191,1.1036,-18.3569,-28.8733,-29.4198,14.6874,7.9847,20.4435,04CS,3,7
04CS03,1,5,8,-15.8018,-35.8361,3,0,1.9283,0.5408,1.0136,-18.3611,-29.4906,-28.7983,13.9721,8.346,20.7975,04CS,3,7
04CS03,1,6,8,-42.1976,-42.1976,2,1,2.2298,0.5106,1.2636,-31.2696,-18.9028,-26.4776,18.7452,17.1385,7.2319,04CS,3,7
04CS03,1,7,2,-42.8773,-42.8773,2,1,2.5459,0.5089,1.2324,-32.7228,-22.5049,-21.4223,13.7468,20.8962,8.4726,04CS,3,7
04CS03,2,1,5,-24.8262,-41.8516,3,0,2.4055,0.3333,0.6208,-20.3352,-32.4567,-23.8581,9.4074,12.3379,21.3703,04CS,3,8
04CS03,2,2,8,-24.2242,NA,NA,NA,NA,NA,NA,-21.6435,-22.2655,-32.741,20.4199,7.9647,14.731,04CS,3,8
04CS03,2,3,2,-21.9632,-22.5272,3,0,1.8201,0.8865,1.2412,-22.6716,-21.2738,-32.7046,20.9715,8.5793,13.5649,04CS,3,8
04CS03,2,4,2,-29.9082,-29.9082,3,1,1.8913,0.4344,1.387,-19.184,-25.8201,-31.646,17.7354,7.1769,18.2032,04CS,3,8
04CS03,2,5,2,-34.1226,-34.1226,3,1,2.0311,0.6773,1.0973,-30.5835,-27.4917,-18.5748,9.2237,21.3051,12.5868,04CS,3,8
04CS03,2,6,5,-43.4397,-43.4397,3,1,2.1229,0.7713,1.8388,-22.5745,-32.7158,-21.3597,7.8155,15.0733,20.2269,04CS,3,8
04CS03,2,7,8,-23.6083,-43.1672,1,0,2.2069,0.8121,1.0218,-22.0005,-21.8997,-32.7498,20.6362,8.1658,14.3137,04CS,3,8
04CS03,3,1,5,-37.0225,-37.0225,3,1,2.2433,0.75,1.4018,-29.5899,-28.6914,-18.3687,8.4121,20.8504,13.8532,04CS,3,9
04CS03,3,2,5,-43.5558,-43.5558,1,1,2.3452,0.6117,1.8831,-20.868,-23.154,-32.628,19.8417,7.5823,15.6917,04CS,3,9
04CS03,3,3,5,-33.3143,-33.3143,3,1,1.8714,0.789,1.0069,-30.8156,-27.1698,-18.6645,9.4613,21.3873,12.267,04CS,3,9
04CS03,3,4,2,-15.4493,-15.4493,3,1,2.0644,0.5532,0.8136,-29.4393,-18.358,-28.8527,20.431,14.7105,7.9741,04CS,3,9
04CS03,3,5,8,-17.7026,-17.7026,2,1,2.4977,0.8191,0.9803,-18.8916,-31.2517,-26.5067,11.6323,9.9753,21.508,04CS,3,9
04CS03,3,6,8,-29.0959,-29.0959,1,1,1.8179,0.8723,1.3433,-31.9055,-19.4421,-25.3024,17.7554,18.1841,7.1761,04CS,3,9
04AL01,1,1,2,-31.1766,-31.1766,3,1,17.2337,0.7695,9.5305,-18.8463,-26.6268,-31.1768,16.9988,7.2529,18.8639,04AL,1,1
04AL01,1,2,2,-43.2573,-43.2573,3,1,2.9486,0.9113,17.315,-22.0848,-32.7483,-21.8168,8.0606,14.5266,20.5285,04AL,1,1
04AL01,1,3,5,-27.7995,-27.7995,3,1,7.7986,0.3333,13.0817,-19.9197,-24.4787,-32.2516,18.8596,7.252,17.004,04AL,1,1
04AL01,1,4,8,-22.7704,-22.7704,2,1,3.1799,0.6011,2.5775,-21.4127,-32.7218,-22.5156,8.4793,13.7351,20.9012,04AL,1,1
04AL01,1,5,5,-18.2731,-39.7133,3,0,3.0154,0.8032,2.2135,-19.1209,-31.5717,-25.9573,11.1304,10.4249,21.5603,04AL,1,1
04AL01,1,6,8,-18.2126,-43.5496,1,0,6.4652,0.4539,18.9166,-20.9105,-23.1015,-32.638,19.8778,7.601,15.6368,04AL,1,1
04AL01,2,1,5,-34.376,-34.376,3,1,3.9461,0.5106,2.5657,-18.3748,-28.6201,-29.655,14.9694,7.8592,20.287,04AL,1,2
04AL01,2,2,8,-34.2489,-39.3157,3,0,4.3258,0.3989,7.7367,-28.5429,-29.7247,-18.3824,7.8234,20.238,15.0542,04AL,1,2
04AL01,2,3,5,-43.279,-16.1236,2,0,2.4309,0.3333,1.5638,-19.6603,-24.9083,-32.0814,18.5133,7.2005,17.4018,04AL,1,2
04AL01,2,4,2,-15.176,-33.2364,3,0,2.5188,0.773,10.7107,-18.477,-27.9205,-30.2525,15.7182,7.5733,19.8241,04AL,1,2
04AL01,2,5,8,-42.1825,-23.8545,3,0,1.6474,0.4965,1.3975,-32.5609,-23.4644,-20.6247,12.7324,21.2632,9.12,04AL,1,2
04AL01,2,6,8,-29.1729,-29.1729,1,1,1.6894,0.4362,28.2098,-31.8823,-19.4162,-25.3515,17.7986,18.1424,7.1746,04AL,1,2
04AL01,3,1,2,-35.781,-37.3486,1,0,3.5979,0.3333,1.2971,-18.3591,-29.4584,-28.8325,14.0105,8.325,20.7801,04AL,1,3
04AL01,3,2,2,-39.9912,-33.6304,3,0,2.3277,0.656,10.1022,-18.4331,-28.1641,-30.0529,15.4624,7.6632,19.9901,04AL,1,3
04AL01,3,3,2,-38.9349,-38.9349,3,1,2.4978,0.4309,4.7313,-18.8545,-31.1907,-26.6048,11.7242,9.8972,21.4942,04AL,1,3
04AL01,3,4,5,-23.3341,-20.8125,1,0,3.4645,0.3333,1.0133,-21.7389,-32.7458,-22.1653,8.2633,14.1256,20.7267,04AL,1,3
04AL01,3,5,5,-35.0969,-37.2211,1,0,1.7046,0.5195,2.8573,-27.8856,-18.484,-30.2804,21.1825,12.9893,8.9438,04AL,1,3
04AL01,3,6,8,-27.6539,-43.4599,2,0,2.0312,0.5195,4.5643,-32.2852,-19.9783,-24.3865,16.917,18.9321,7.2665,04AL,1,3
04AL02,1,1,8,-15.2089,-31.3752,2,0,2.6344,0.6667,4.0513,-26.7527,-31.0964,-18.8009,7.273,18.9629,16.8797,04AL,2,4
04AL02,1,2,8,-15.1398,-15.1398,2,1,3.9822,0.5266,2.3793,-18.5909,-27.4302,-30.6289,16.2186,7.4217,19.4753,04AL,2,4
04AL02,1,3,5,-26.007,-26.007,2,1,2.3306,0.4787,3.9641,-24.3277,-20.0163,-32.306,21.4674,9.7656,11.8826,04AL,2,4
04AL02,1,4,2,-15.3237,-15.3237,2,1,2.9654,0.5496,4.2123,-18.9626,-26.3268,-31.3606,17.2781,7.2139,18.6236,04AL,2,4
04AL02,1,5,2,-36.4381,-36.4381,3,1,2.9622,0.461,2.8292,-18.3972,-29.8389,-28.4139,13.5492,8.5887,20.9778,04AL,2,4
04AL02,1,6,8,-17.8206,-17.8206,1,1,2.4009,0.7553,2.8286,-23.3657,-32.5837,-20.7006,7.5112,15.9106,19.6939,04AL,2,4
04AL02,2,1,8,-41.9582,-41.9582,2,1,2.0225,0.5213,1.6051,-31.1209,-18.8144,-26.7148,18.9332,16.9157,7.2667,04AL,2,5
04AL02,2,2,8,-30.157,-18.2925,3,0,1.6241,0.7571,2.4879,-25.9392,-19.1291,-31.5817,21.5613,11.1142,10.4401,04AL,2,5
04AL02,2,3,2,-39.8425,-39.8425,3,1,2.5131,0.4238,1.6987,-28.2511,-29.9794,-18.4195,7.6978,20.0482,15.3697,04AL,2,5
04AL02,2,4,5,-42.8888,-42.8888,2,1,2.8658,0.8369,1.5128,-32.7245,-22.4866,-21.4389,13.767,20.8877,8.461,04AL,2,5
04AL02,2,5,5,-34.3046,-15.3396,1,0,2.7251,0.5071,1.7199,-28.5767,-29.6943,-18.379,7.839,20.2596,15.0171,04AL,2,5
04AL02,2,6,2,-39.0689,-39.0689,1,1,2.3852,0.7855,1.3432,-26.4966,-18.8954,-31.2579,21.5094,11.6229,9.9833,04AL,2,5
04AL02,3,1,2,-40.1234,-40.1234,2,1,2.2441,0.5355,1.5174,-31.7622,-25.596,-19.2917,10.7321,21.5717,10.8118,04AL,2,6
