ID,block,trial_n,dim_onset,angle_correct,angle_chosen,choice,acc,tResp_1,conf_rating,tResp_2,x1,x2,x3,y1,y2,y3,PID,session,block_c
01al02,3,6,8,-39.4739,-34.1093,1,0,2.4087,0.4805,1.2197,-29.8004,-18.3918,-28.4578,20.1834,15.147,7.7852,01al,2,6
01al02,3,7,5,-39.7215,NA,NA,NA,NA,NA,NA,-25.9503,-19.1241,-31.5756,21.5607,11.1241,10.4308,01al,2,6
01al02,3,8,5,-43.3347,-43.3347,1,1,2.1056,0.7199,1.6563,-21.6414,-22.2676,-32.7409,20.4186,7.9636,14.7334,01al,2,6
01al03,1,1,5,-43.3875,NA,NA,NA,NA,NA,NA,-32.1959,-19.8283,-24.6258,17.1417,18.7425,7.2314,01al,3,7
01al03,1,2,8,-38.3232,-33.0949,1,0,5.1804,0.477,1.5379,-18.6911,-30.8758,-27.0831,12.1822,9.5267,21.4068,01al,3,7
01al03,1,3,2,-42.5679,-42.5679,1,1,2.2016,0.8245,1.059,-22.9615,-21.0258,-32.6627,21.0905,8.7709,13.2543,01al,3,7
01al03,1,4,8,-40.6951,-19.2826,3,0,3.1902,0.3333,0.8371,-25.0649,-19.5713,-32.0138,21.5555,10.36,11.2001,01al,3,7
01al03,1,5,8,-42.8379,-42.8379,3,1,1.5863,0.8635,1.6226,-21.3667,-32.7166,-22.5667,8.5119,13.679,20.9247,01al,3,7
01al03,1,6,2,-40.7984,-40.7984,3,1,2.5385,0.7979,2.0381,-27.6475,-30.4662,-18.5363,7.4842,19.6322,15.9992,01al,3,7
01al03,1,7,5,-25.2099,NA,NA,NA,NA,NA,NA,-20.2278,-32.4106,-24.0116,9.5227,12.1873,21.4056,01al,3,7
01al03,1,8,5,-15.2505,NA,NA,NA,NA,NA,NA,-28.2857,-29.9499,-18.4144,7.7118,20.0711,15.3327,01al,3,7
01al03,1,9,5,-43.3789,-43.3789,3,1,1.6857,0.7766,1.5096,-22.3862,-32.733,-21.5307,7.9042,14.8658,20.3456,01al,3,7
01al03,2,1,2,-33.0099,-33.0099,3,1,2.7531,0.844,0.9585,-18.5063,-27.7799,-30.3639,15.8638,7.5259,19.726,01al,3,8
01al03,2,2,5,-36.8021,-36.8021,3,1,2.2736,0.8316,1.9214,-29.6761,-28.5969,-18.377,8.4714,20.8954,13.7488,01al,3,8
01al03,2,3,2,-29.2143,-40.1464,1,0,2.4422,0.4238,1.1197,-25.5753,-19.302,-31.7727,21.5718,10.7938,10.75,01al,3,8
01al03,2,4,5,-16.2873,-43.3566,1,0,2.1087,0.5957,1.1527,-19.7753,-24.7132,-32.1615,18.6722,7.2207,17.2228,01al,3,8
01al03,2,5,2,-15.3993,NA,NA,NA,NA,NA,NA,-26.121,-31.4803,-19.0488,7.1946,18.455,17.4661,01al,3,8
01al03,2,6,8,-16.1679,-16.1679,2,1,3.2112,0.3333,0.7506,-18.4181,-29.9713,-28.2607,13.3843,8.6892,21.0421,01al,3,8
01al03,2,7,2,-37.0403,-37.0403,3,1,3.758,0.3333,0.7373,-18.4597,-30.1797,-28.0106,13.1195,8.8577,21.1384,01al,3,8
01al03,3,1,8,-43.4481,-43.4481,1,1,2.7148,0.8723,1.0633,-21.3335,-22.604,-32.7125,20.208,7.8022,15.1054,01al,3,9
01al03,3,2,5,-38.9361,-38.9361,2,1,2.2589,0.4557,1.1696,-31.1913,-26.6039,-18.8548,9.8979,21.4943,11.7234,01al,3,9
01al03,3,3,8,-16.3489,-16.3489,2,1,1.7303,0.7801,1.7975,-18.4579,-30.1713,-28.0208,13.1303,8.8507,21.1346,01al,3,9
01al03,3,4,5,-42.8468,-42.8468,1,1,2.2918,0.5567,1.7532,-22.5528,-21.3791,-32.718,20.9184,8.503,13.6942,01al,3,9
01al03,3,5,2,-20.311,-20.311,2,1,1.7962,0.6809,1.1651,-21.9372,-21.9628,-32.75,20.5998,8.1291,14.3867,01al,3,9
01al03,3,6,5,-29.7142,NA,NA,NA,NA,NA,NA,-25.6965,-31.7109,-19.2427,7.1734,18.098,17.8443,01al,3,9
01al03,3,7,5,-29.6297,-29.6297,3,1,2.4018,0.633,2.3767,-19.2688,-25.6426,-31.7386,17.8914,7.1725,18.0518,01al,3,9
01LF01,1,1,5,-34.5825,NA,NA,NA,NA,NA,NA,-29.5402,-18.3646,-28.7452,20.3651,14.8309,7.9197,01LF,1,1
01LF01,1,2,2,-37.4114,-34.7688,2,0,14.7842,0.5018,4.2304,-27.7521,-18.5124,-30.3855,21.2269,12.8515,9.0373,01LF,1,1
01LF01,1,3,8,-18.678,NA,NA,NA,NA,NA,NA,-31.7661,-25.5885,-19.2955,10.7386,21.5718,10.8052,01LF,1,1
01LF01,1,4,2,-41.1038,NA,NA,NA,NA,NA,NA,-32.1818,-24.662,-19.8062,11.5684,21.5169,10.0303,01LF,1,1
01LF01,1,5,5,-17.5522,NA,NA,NA,NA,NA,NA,-26.6583,-18.8348,-31.1569,21.4861,11.7746,9.8549,01LF,1,1
01LF01,1,6,8,-36.5196,NA,NA,NA,NA,NA,NA,-18.404,-29.8855,-28.3605,13.4914,8.6235,21.0007,01LF,1,1
01LF01,1,7,5,-35.1947,-15.5755,3,0,10.0331,0.4025,1.9635,-29.1875,-18.3501,-29.1124,20.5855,14.4153,8.1149,01LF,1,1
01LF01,1,8,8,-32.061,-41.4178,3,0,9.0669,0.8085,1.4773,-27.1858,-30.8044,-18.6598,7.3602,19.2944,16.4611,01LF,1,1
01LF01,1,9,2,-41.6583,-15.1696,1,0,3.3289,0.75,1.4155,-26.9856,-30.9424,-18.722,7.3165,19.1429,16.6563,01LF,1,1
01LF01,1,10,5,-43.3523,-43.3523,2,1,2.8986,0.8121,1.6804,-32.7382,-21.5984,-22.3134,14.7847,20.3906,7.9404,01LF,1,1
01LF01,1,11,8,-42.1919,NA,NA,NA,NA,NA,NA,-20.6336,-32.5636,-23.4528,9.1118,12.7442,21.2597,01LF,1,1
01LF01,1,12,8,-26.1387,-43.5747,1,0,2.0367,0.8121,1.0913,-20.6467,-23.4356,-32.5676,19.6443,7.4893,15.982,01LF,1,1
01LF01,2,1,8,-27.0766,-16.9813,2,0,1.6676,0.734,1.1599,-20.2204,-24.0224,-32.4072,19.2129,7.3358,16.5669,01LF,1,2
01LF01,2,2,2,-22.7282,-42.542,2,0,4.6516,0.7128,0.8769,-32.6567,-22.9972,-20.9961,13.2165,21.1041,8.795,01LF,1,2
01LF01,2,3,8,-26.165,-26.165,2,1,1.9319,0.7553,1.3798,-24.39,-19.9761,-32.2839,21.4778,9.8143,11.8235,01LF,1,2
01LF01,2,4,8,-39.1109,-17.7471,2,0,2.5498,0.7394,1.2452,-18.9087,-31.2789,-26.4625,11.5911,10.0107,21.5138,01LF,1,2
01LF01,2,5,5,-35.5128,NA,NA,NA,NA,NA,NA,-30.1423,-28.0563,-18.4514,8.8265,21.1216,13.1675,01LF,1,2
01LF01,2,6,2,-21.887,NA,NA,NA,NA,NA,NA,-23.0965,-20.9146,-32.6389,21.1409,8.8625,13.1121,01LF,1,2
01LF01,2,7,5,-15.4197,-30.3017,3,0,2.0645,0.7394,0.7303,-19.0706,-26.0708,-31.5087,17.5115,7.1907,18.4134,01LF,1,2
01LF01,2,8,2,-30.8798,-15.2882,1,0,2.7143,0.5922,1.0638,-26.4385,-31.2935,-18.918,7.2269,18.7138,17.1749,01LF,1,2
01LF01,3,1,8,-43.2372,-28.6248,1,0,2.381,0.7518,0.997,-32.0411,-19.6064,-25.0025,17.4873,18.4356,7.1927,01LF,1,3
01LF01,3,2,2,-31.1503,NA,NA,NA,NA,NA,NA,-18.964,-31.3626,-26.3235,11.4625,10.1229,21.5302,01LF,1,3
01LF01,3,3,2,-23.0044,-23.0044,3,1,1.8085,0.672,1.2031,-22.3683,-21.5473,-32.7344,20.8307,8.387,13.8979,01LF,1,3
01LF01,3,4,5,-35.7742,-37.3582,3,0,2.7791,0.6738,1.1321,-29.4545,-28.8367,-18.3588,8.3225,20.7779,14.0152,01LF,1,3
01LF01,3,5,5,-19.374,-43.3923,3,0,2.0123,0.6826,0.8652,-22.4247,-32.73,-21.4953,7.8855,14.9084,20.3216,01LF,1,3
01LF01,3,6,5,-17.9095,-31.0975,2,0,1.786,0.9149,1.0757,-26.303,-18.9723,-31.3747,21.5324,11.4437,10.1395,01LF,1,3
01LF01,3,7,2,-15.2377,NA,NA,NA,NA,NA,NA,-18.4219,-28.2349,-29.9932,15.387,7.6912,20.0374,01LF,1,3
01LF01,3,8,2,-25.5613,NA,NA,NA,NA,NA,NA,-23.0782,-32.6423,-20.9295,7.6095,15.6125,19.8937,01LF,1,3
01LF02,1,1,2,-26.9407,NA,NA,NA,NA,NA,NA,-20.2797,-23.9369,-32.4334,19.2773,7.3549,16.4834,01LF,2,4
01LF02,1,2,2,-43.5644,NA,NA,NA,NA,NA,NA,-23.2419,-32.6104,-20.7977,7.5518,15.7831,19.7807,01LF,2,4
01LF02,1,3,5,-42.9528,-21.3006,1,0,2.1075,0.7021,0.8939,-21.5339,-32.7333,-22.3828,8.396,13.8818,20.8378,01LF,2,4
01LF02,1,4,5,-42.6056,-15.4439,3,0,5.0364,0.6755,0.6916,-31.5406,-19.0957,-26.0136,18.3659,17.5629,7.1868,01LF,2,4
01LF02,1,5,2,-43.0211,-43.0211,1,1,2.3432,0.6684,0.6153,-22.2675,-21.6416,-32.7409,20.7801,8.325,14.0105,01LF,2,4
01LF02,1,6,2,-36.1112,-36.6039,2,0,1.9755,0.6667,0.7359,-29.9335,-28.3048,-18.4117,8.6601,21.024,13.4315,01LF,2,4
01LF02,1,7,2,-43.3881,-43.3881,1,1,2.142,0.7004,0.8673,-19.8294,-24.6239,-32.1966,18.744,7.2317,17.14,01LF,2,4
01LF02,1,8,2,-15.2078,NA,NA,NA,NA,NA,NA,-18.7989,-26.7582,-31.0929,16.8745,7.274,18.9672,01LF,2,4
01LF02,1,9,2,-20.4047,-23.6425,1,0,3.3705,0.3972,0.9416,-32.7499,-21.9802,-21.9199,14.337,20.6246,8.154,01LF,2,4
01LF02,2,1,8,-32.0427,NA,NA,NA,NA,NA,NA,-30.8125,-18.6632,-27.1743,19.2857,16.4724,7.3575,01LF,2,5
01LF02,2,2,2,-18.9053,-40.3518,1,0,2.6171,0.4096,0.7116,-25.388,-19.3972,-31.8648,21.5701,10.6325,10.9131,01LF,2,5
01LF02,2,3,8,-17.6186,-26.2602,1,0,1.5634,0.6543,0.881,-32.5496,-20.5892,-23.5112,16.0589,19.5902,7.4666,01LF,2,5
01LF02,2,4,5,-15.1401,-15.1401,3,1,2.3618,0.7004,0.566,-30.6573,-18.6013,-27.3914,19.4469,16.2574,7.4113,01LF,2,5
01LF02,2,5,8,-37.9023,-16.8641,1,0,2.1832,0.711,0.9952,-30.6524,-27.3982,-18.5995,9.2919,21.3306,12.4931,01LF,2,5
01LF02,2,6,5,-15.2597,NA,NA,NA,NA,NA,NA,-31.232,-18.8793,-26.5387,18.794,17.0815,7.2401,01LF,2,5
01LF02,2,7,8,-29.6535,NA,NA,NA,NA,NA,NA,-31.6857,-25.7449,-19.2195,10.6044,21.5692,10.9419,01LF,2,5
01LF02,2,8,5,-18.4094,-29.8775,2,0,1.8793,0.656,0.6155,-25.8313,-19.1787,-31.64,21.5664,11.0182,10.531,01LF,2,5
01LF02,2,9,8,-28.099,NA,NA,NA,NA,NA,NA,-32.1792,-19.8023,-24.6685,17.1814,18.7082,7.226,01LF,2,5
01LF02,2,10,8,-43.1368,-43.1368,3,1,2.3762,0.6649,0.4347,-21.8424,-32.7489,-22.0587,8.1999,14.247,20.6688,01LF,2,5
01LF02,3,1,5,-29.9553,NA,NA,NA,NA,NA,NA,-31.6239,-25.8613,-19.1648,10.5056,21.5651,11.0449,01LF,2,6
01LF02,3,2,8,-25.6199,NA,NA,NA,NA,NA,NA,-32.6356,-20.9001,-23.1144,15.6503,19.869,7.5964,01LF,2,6
01LF02,3,3,8,-30.2677,-30.2677,1,1,1.9749,0.5957,0.6198,-19.1099,-31.5582,-25.982,11.1525,10.4043,21.5589,01LF,2,6
01LF02,3,4,2,-29.1198,-43.0767,1,0,2.9649,0.6312,0.6637,-19.434,-25.3177,-31.8983,18.1712,7.1756,17.7688,01LF,2,6
01LF02,3,5,5,-16.1001,-16.1001,3,1,1.586,0.5957,0.692,-28.3543,-18.4049,-29.8909,21.0033,13.4847,8.6276,01LF,2,6
01LF02,3,6,8,-33.9024,NA,NA,NA,NA,NA,NA,-18.598,-30.6484,-27.4036,12.4985,9.288,21.3292,01LF,2,6
01LF02,3,7,5,-42.9161,NA,NA,NA,NA,NA,NA,-25.5835,-31.7686,-19.2979,7.172,18.0008,17.9428,01LF,2,6
01LF02,3,8,8,-15.3059,NA,NA,NA,NA,NA,NA,-18.9407,-26.3813,-31.3281,17.2279,7.22,18.6677,01LF,2,6
01LF02,3,9,8,-43.4621,-18.9526,3,0,2.9923,0.4734,0.7191,-32.7067,-21.2886,-22.6547,15.1606,20.1754,7.7797,01LF,2,6
01LF03,1,1,8,-15.8969,-15.8969,2,1,2.0562,0.4628,0.8272,-18.3722,-29.6278,-28.65,13.8073,8.438,20.8703,01LF,3,7
01LF03,1,2,8,-38.3302,-33.0813,3,0,2.373,0.6348,0.8039,-30.8795,-27.0778,-18.6927,9.5308,21.4079,12.1769,01LF,3,7
01LF03,1,3,5,-15.3089,NA,NA,NA,NA,NA,NA,-18.9444,-26.372,-31.3336,17.2365,7.219,18.6602,01LF,3,7
01LF03,1,4,2,-24.0686,NA,NA,NA,NA,NA,NA,-22.1725,-32.7455,-21.732,8.0132,14.6262,20.4762,01LF,3,7
01LF03,1,5,8,-16.3113,-28.1263,3,0,1.676,0.6348,0.9986,-19.7918,-24.6858,-32.1724,18.6943,7.2239,17.1974,01LF,3,7
01LF03,1,6,5,-42.5076,-42.5076,1,1,1.6316,0.6046,0.8962,-23.0443,-20.9573,-32.6485,21.1218,8.8269,13.1669,01LF,3,7
01LF03,1,7,5,-42.8661,NA,NA,NA,NA,NA,NA,-31.7301,-19.2608,-25.6591,18.0659,17.877,7.1727,01LF,3,7
01LF03,1,8,2,-25.9271,-25.9271,2,1,1.89,0.6667,0.5032,-24.2962,-20.0368,-32.317,21.4619,9.741,11.9127,01LF,3,7
01LF03,1,9,5,-18.3571,-18.3571,2,1,1.7964,0.6472,0.5985,-20.9861,-23.0093,-32.6546,19.9406,7.6351,15.54,01LF,3,7
01LF03,2,1,2,-35.4154,NA,NA,NA,NA,NA,NA,-29.2433,-29.0558,-18.3508,8.1913,20.6607,14.2636,01LF,3,8
01LF03,2,2,2,-30.5338,NA,NA,NA,NA,NA,NA,-31.4242,-19.0073,-26.2185,18.5352,17.3774,7.203,01LF,3,8
01LF03,2,3,5,-15.6786,-15.6786,1,1,2.1638,0.3706,0.7972,-29.2956,-29.0024,-18.352,8.2228,20.6902,14.2026,01LF,3,8
01LF03,2,4,8,-31.3513,-15.2121,3,0,1.8485,0.6383,0.6797,-31.1062,-18.8062,-26.7376,18.951,16.8941,7.2705,01LF,3,8
01LF03,2,5,8,-41.8181,-41.8181,3,1,1.6515,0.6383,0.8429,-26.8446,-31.0365,-18.7689,7.2892,19.034300000000002,16.7921,01LF,3,8
01LF03,2,6,2,-28.7194,-16.0037,3,0,1.6595,0.6277,0.6182,-32.0147,-19.5726,-25.0627,17.5416,18.3856,7.1884,01LF,3,8
01LF03,2,7,2,-17.7906,-17.7906,2,1,1.6866,0.6667,0.4579,-20.6842,-23.3869,-32.5789,19.6789,7.5045,15.9323,01LF,3,8
01LF03,2,8,2,-43.3011,-43.3011,1,1,1.8701,0.6667,0.3409,-19.6909,-24.8555,-32.1036,18.5565,7.2054,17.3536,01LF,3,8
01LF03,3,1,5,-27.4838,NA,NA,NA,NA,NA,NA,-19.6619,-32.0826,-24.9056,10.2282,11.3444,21.543,01LF,3,9
01LF03,3,2,2,-38.0605,NA,NA,NA,NA,NA,NA,-29.1465,-18.35,-29.1535,20.6093,14.3678,8.1385,01LF,3,9
01LF03,3,3,8,-27.655,-27.655,1,1,1.3057,1,0.922,-19.6237,-32.0542,-24.9721,10.283,11.284,21.5486,01LF,3,9
01LF03,3,4,2,-17.315,NA,NA,NA,NA,NA,NA,-20.4172,-23.7437,-32.4891,19.4211,7.4021,16.2924,01LF,3,9
01LF03,3,5,5,-16.0565,NA,NA,NA,NA,NA,NA,-18.397,-29.8375,-28.4156,13.5509,8.5876,20.9771,01LF,3,9
01LF03,3,6,5,-36.345,-16.0153,2,0,1.765,0.4574,1.2803,-18.3899,-29.7855,-28.4746,13.6151,8.5494,20.9511,01LF,3,9
01LF03,3,7,5,-37.9968,NA,NA,NA,NA,NA,NA,-29.1819,-29.118,-18.3501,8.155,20.6256,14.335,01LF,3,9
01LF03,3,8,2,-41.7258,NA,NA,NA,NA,NA,NA,-24.0006,-20.2354,-32.414,21.4032,9.5144,12.198,01LF,3,9
01LF03,3,9,2,-22.2531,-22.2531,2,1,1.9055,0.7589,0.8225,-21.1189,-32.6802,-22.8509,8.6969,13.3719,21.0468,01LF,3,9
01LF03,3,10,5,-42.943,-42.943,2,1,1.6537,0.6649,0.6078,-31.7897,-19.3189,-25.5414,17.9645,17.9793,7.1719,01LF,3,9
01LF03,3,11,5,-39.4779,-34.1058,1,0,1.6556,0.5089,0.8548,-29.8023,-18.3921,-28.4556,20.1821,15.1493,7.7842,01LF,3,9
